score: 0,epsilon: 1
score: 50,epsilon: 1
score: 50,epsilon: 1
score: 75,epsilon: 1
score: 100,epsilon: 1
score: 125,epsilon: 1
score: 125,epsilon: 1
score: 125,epsilon: 1
score: 125,epsilon: 1
score: 150,epsilon: 1
score: 150,epsilon: 1
score: 150,epsilon: 1
score: 150,epsilon: 1
score: 150,epsilon: 1
score: 150,epsilon: 1
score: 175,epsilon: 1
score: 175,epsilon: 1
score: 175,epsilon: 1
score: 200,epsilon: 1
score: 200,epsilon: 1
score: 200,epsilon: 1
score: 100,epsilon: 1
score: 150,epsilon: 1
score: 150,epsilon: 1
score: 150,epsilon: 1
score: 150,epsilon: 0.9998100189987335
score: 150,epsilon: 0.9996200759898677
score: 150,epsilon: 0.9994301709658051
score: 150,epsilon: 0.9992403039189496
score: 175,epsilon: 0.9990504748417063
score: 75,epsilon: 0.9988606837264821
score: 100,epsilon: 0.9986709305656853
score: 100,epsilon: 0.9984812153517261
score: 125,epsilon: 0.9982915380770154
score: 25,epsilon: 0.9981018987339664
score: 75,epsilon: 0.9979122973149935
score: 75,epsilon: 0.9977227338125126
score: 75,epsilon: 0.9975332082189413
score: 75,epsilon: 0.9973437205266983
score: 75,epsilon: 0.9971542707282044
score: -25,epsilon: 0.9969648588158813
score: 0,epsilon: 0.9967754847821527
score: 0,epsilon: 0.9965861486194436
score: 0,epsilon: 0.9963968503201808
score: 0,epsilon: 0.9962075898767919
score: 0,epsilon: 0.9960183672817068
score: 0,epsilon: 0.9958291825273565
score: 0,epsilon: 0.9956400356061736
score: 0,epsilon: 0.9954509265105923
score: 25,epsilon: 0.9952618552330482
score: 25,epsilon: 0.9950728217659784
score: 25,epsilon: 0.9948838261018216
score: 25,epsilon: 0.994694868233018
score: 50,epsilon: 0.9945059481520092
score: 50,epsilon: 0.9943170658512385
score: 50,epsilon: 0.9941282213231506
score: 75,epsilon: 0.9939394145601915
score: 75,epsilon: 0.9937506455548093
score: 75,epsilon: 0.993561914299453
score: -25,epsilon: 0.9933732207865733
score: 25,epsilon: 0.9931845650086227
score: 25,epsilon: 0.9929959469580548
score: 25,epsilon: 0.9928073666273248
score: 25,epsilon: 0.9926188240088897
score: 25,epsilon: 0.9924303190952076
score: -75,epsilon: 0.9922418518787385
score: -25,epsilon: 0.9920534223519435
score: -25,epsilon: 0.9918650305072855
score: -125,epsilon: 0.9916766763372289
score: -75,epsilon: 0.9914883598342394
score: -75,epsilon: 0.9913000809907846
score: -75,epsilon: 0.991111839799333
score: -75,epsilon: 0.9909236362523552
score: -75,epsilon: 0.9907354703423229
score: -75,epsilon: 0.9905473420617097
score: -75,epsilon: 0.9903592514029902
score: -75,epsilon: 0.9901711983586408
score: -75,epsilon: 0.9899831829211395
score: -75,epsilon: 0.9897952050829658
score: -75,epsilon: 0.9896072648366003
score: -75,epsilon: 0.9894193621745254
score: -75,epsilon: 0.9892314970892253
score: -75,epsilon: 0.9890436695731851
score: -175,epsilon: 0.9888558796188919
score: -150,epsilon: 0.988668127218834
score: -150,epsilon: 0.9884804123655013
score: -125,epsilon: 0.9882927350513852
score: -125,epsilon: 0.9881050952689786
score: -125,epsilon: 0.987917493010776
score: -125,epsilon: 0.9877299282692732
score: -125,epsilon: 0.9875424010369677
score: -125,epsilon: 0.9873549113063583
score: -125,epsilon: 0.9871674590699455
score: -125,epsilon: 0.9869800443202312
score: -125,epsilon: 0.9867926670497188
score: -225,epsilon: 0.9866053272509132
score: -175,epsilon: 0.9864180249163208
score: -150,epsilon: 0.9862307600384496
score: -150,epsilon: 0.9860435326098088
score: -250,epsilon: 0.9858563426229096
score: -225,epsilon: 0.9856691900702641
score: -225,epsilon: 0.9854820749443863
score: -200,epsilon: 0.9852949972377917
score: -200,epsilon: 0.985107956942997
score: -200,epsilon: 0.9849209540525209
score: -200,epsilon: 0.9847339885588829
score: -200,epsilon: 0.9845470604546047
score: -200,epsilon: 0.9843601697322091
score: -200,epsilon: 0.9841733163842201
score: -200,epsilon: 0.9839865004031642
score: -200,epsilon: 0.9837997217815683
score: -300,epsilon: 0.9836129805119613
score: -275,epsilon: 0.9834262765868739
score: -250,epsilon: 0.9832396099988375
score: -225,epsilon: 0.9830529807403857
score: -225,epsilon: 0.9828663888040532
score: -225,epsilon: 0.9826798341823764
score: -225,epsilon: 0.9824933168678931
score: -225,epsilon: 0.9823068368531427
score: -225,epsilon: 0.9821203941306657
score: -225,epsilon: 0.9819339886930046
score: -225,epsilon: 0.9817476205327034
score: -225,epsilon: 0.9815612896423069
score: -200,epsilon: 0.9813749960143622
score: -200,epsilon: 0.9811887396414175
score: -200,epsilon: 0.9810025205160225
score: -200,epsilon: 0.9808163386307285
score: -200,epsilon: 0.980630193978088
score: -300,epsilon: 0.9804440865506555
score: -250,epsilon: 0.9802580163409866
score: -225,epsilon: 0.9800719833416385
score: -225,epsilon: 0.9798859875451698
score: -225,epsilon: 0.9797000289441407
score: -225,epsilon: 0.9795141075311129
score: -200,epsilon: 0.9793282232986495
score: -200,epsilon: 0.9791423762393152
score: -200,epsilon: 0.9789565663456761
score: -200,epsilon: 0.9787707936102997
score: -200,epsilon: 0.9785850580257552
score: -200,epsilon: 0.9783993595846132
score: -200,epsilon: 0.9782136982794457
score: -200,epsilon: 0.9780280741028262
score: -200,epsilon: 0.9778424870473299
score: -200,epsilon: 0.977656937105533
score: -200,epsilon: 0.9774714242700139
score: -200,epsilon: 0.9772859485333517
score: -175,epsilon: 0.9771005098881277
score: -150,epsilon: 0.9769151083269243
score: -125,epsilon: 0.9767297438423252
score: -125,epsilon: 0.976544416426916
score: -100,epsilon: 0.9763591260732837
score: -100,epsilon: 0.9761738727740165
score: -100,epsilon: 0.9759886565217042
score: -100,epsilon: 0.9758034773089385
score: -75,epsilon: 0.9756183351283119
score: -75,epsilon: 0.9754332299724188
score: -50,epsilon: 0.9752481618338551
score: -25,epsilon: 0.9750631307052179
score: -25,epsilon: 0.9748781365791062
score: -25,epsilon: 0.97469317944812
score: -25,epsilon: 0.9745082593048611
score: -25,epsilon: 0.9743233761419327
score: -25,epsilon: 0.9741385299519394
score: -25,epsilon: 0.9739537207274875
score: 0,epsilon: 0.9737689484611846
score: 0,epsilon: 0.9735842131456396
score: 0,epsilon: 0.9733995147734634
score: 0,epsilon: 0.9732148533372679
score: 0,epsilon: 0.9730302288296666
score: 0,epsilon: 0.9728456412432746
score: -100,epsilon: 0.9726610905707084
score: -75,epsilon: 0.9724765768045859
score: -75,epsilon: 0.9722920999375266
score: -50,epsilon: 0.9721076599621514
score: -25,epsilon: 0.9719232568710827
score: -25,epsilon: 0.9717388906569445
